Area,Distance from Origin,Distance to Image Border XY,Ellipticity (oblate),Ellipticity (prolate),Intensity Max,Intensity Mean,Intensity Median,Intensity Min,Intensity StdDev,Intensity Sum,Number of Vertices,Position X,Position Y,Position Z,Sphericity,Volume,Classification
1.20,134.47,43.59,0.07,0.72,21123.00,18266.90,17144.40,15336.00,2027.00,182669.00,42.00,106.18,81.64,11.96,0.56,0.05,
0.49,134.18,43.77,0.55,0.17,18279.00,16760.80,16541.30,15333.00,1001.42,100565.00,26.00,106.06,81.30,12.12,0.66,0.02,
0.28,134.70,42.35,0.25,0.44,18477.00,16389.00,15143.00,15143.00,1485.62,49167.00,14.00,107.44,80.48,11.15,0.74,0.01,
1.10,134.60,42.54,0.16,0.66,23370.00,17557.60,15265.60,14149.00,3169.37,228249.00,48.00,107.17,80.66,11.24,0.66,0.06,
0.59,133.78,44.50,0.39,0.49,23520.00,17138.10,14849.30,13827.00,3186.20,119967.00,26.00,105.18,81.91,11.16,0.73,0.03,
0.40,133.82,44.78,0.10,0.41,17186.00,16144.20,15626.10,14313.00,1079.62,80721.00,22.00,104.94,82.52,9.38,0.61,0.01,
1.16,133.72,45.04,0.26,0.65,23553.00,16501.50,15041.80,13649.00,2892.21,181516.00,46.00,104.62,82.69,9.90,0.51,0.04,
0.87,134.10,44.66,0.22,0.71,20745.00,16717.70,15661.30,14105.00,2205.17,183895.00,44.00,105.10,82.62,10.51,0.68,0.04,
0.52,134.16,44.80,0.39,0.38,20240.00,17890.00,17058.50,14623.00,2458.38,107340.00,24.00,105.00,82.89,10.19,0.76,0.02,
1.78,134.68,43.85,0.23,0.72,30128.00,18029.40,17171.90,14105.00,3738.45,450734.00,80.00,105.82,82.55,11.25,0.68,0.12,
0.24,134.29,44.53,0.49,0.25,16549.00,14892.20,13800.30,13529.00,1138.45,74461.00,22.00,105.24,82.66,11.24,0.65,0.01,
0.84,134.65,43.63,0.51,0.24,23629.00,17631.60,16511.00,14993.00,2589.74,176316.00,40.00,106.07,82.10,11.77,0.59,0.03,
2.13,137.76,45.31,0.21,0.66,21608.00,15269.60,14870.70,12079.00,2398.53,427549.00,94.00,104.15,89.51,10.92,0.58,0.13,
0.10,137.28,45.74,0.25,0.44,13400.00,13311.30,13144.00,13144.00,118.44,39934.00,14.00,104.12,88.81,10.86,0.51,0.00,
1.48,138.61,45.82,0.52,0.32,22157.00,14993.00,14228.10,12158.00,2360.14,299861.00,66.00,103.80,91.17,11.22,0.66,0.09,
0.54,133.47,42.63,0.20,0.71,20946.00,16825.00,14929.00,14501.00,2209.24,117775.00,30.00,107.01,79.12,10.20,0.67,0.02,
0.33,133.70,42.74,0.25,0.44,19679.00,18417.00,16454.00,16454.00,1406.82,55251.00,14.00,107.11,79.32,10.46,0.69,0.01,
0.31,134.03,42.49,0.39,0.37,16460.00,15978.80,16126.60,14682.00,658.48,79894.00,22.00,107.30,79.57,10.91,0.66,0.01,
1.87,133.84,42.36,0.32,0.57,27244.00,18028.30,16658.60,14401.00,3347.99,414650.00,84.00,107.07,79.50,11.45,0.54,0.09,
0.29,135.68,43.05,0.16,0.84,17218.00,14633.00,13410.70,13272.00,1583.15,58532.00,18.00,106.79,83.07,10.22,0.73,0.01,
3.28,135.61,43.29,0.18,0.67,21677.00,16186.10,15358.10,13974.00,1850.32,631258.00,140.00,106.35,83.36,11.48,0.41,0.15,
0.53,135.66,43.58,0.58,0.00,19449.00,17025.80,15513.10,15049.00,1625.05,85129.00,20.00,106.25,83.65,10.81,0.74,0.02,
2.99,135.81,44.22,0.67,0.19,30350.00,19217.40,17919.30,13689.00,4328.02,768697.00,114.00,105.39,84.87,11.60,0.60,0.23,
2.72,133.42,43.61,0.28,0.61,24924.00,18771.00,18136.70,14822.00,2523.66,619442.00,104.00,106.00,80.17,11.68,0.55,0.17,
0.91,133.99,43.06,0.27,0.64,19979.00,17692.00,17199.60,15818.00,1288.08,176920.00,40.00,106.63,80.34,11.43,0.64,0.04,
0.49,134.03,42.90,0.44,0.41,18073.00,16552.50,16486.80,15109.00,1029.19,99315.00,26.00,106.82,80.10,11.82,0.63,0.02,
0.80,134.01,43.33,0.27,0.23,21143.00,17741.90,16332.60,15694.00,1884.61,141935.00,34.00,106.42,80.52,12.25,0.56,0.03,
2.90,131.96,44.03,0.11,0.75,21977.00,16499.00,15651.60,13224.00,2403.79,610463.00,116.00,105.57,78.31,11.65,0.55,0.19,
0.14,131.23,44.69,0.39,0.47,15077.00,14395.70,13177.00,13177.00,863.72,43187.00,14.00,105.15,77.70,11.26,0.86,0.00,
4.57,142.77,44.22,0.26,0.61,28235.00,16405.90,15856.20,12547.00,2899.18,984353.00,198.00,105.27,95.95,9.72,0.45,0.28,
0.94,142.29,44.78,0.29,0.27,18965.00,16087.70,15295.70,14123.00,1594.14,144789.00,36.00,105.03,95.48,9.95,0.56,0.04,
0.57,142.28,44.38,0.28,0.66,20312.00,15274.60,14131.20,13087.00,2144.33,122197.00,34.00,105.38,94.96,11.00,0.58,0.02,
0.19,142.25,44.53,0.09,0.00,14458.00,13083.50,11956.90,11710.00,1251.67,52334.00,18.00,105.33,94.81,12.28,0.52,0.00,
1.08,156.96,38.05,0.46,0.27,20178.00,15951.80,15232.80,12985.00,2157.16,191422.00,48.00,109.91,111.61,9.79,0.58,0.05,
0.16,140.38,47.33,0.25,0.44,13253.00,13128.70,13046.00,13046.00,89.41,39386.00,14.00,102.57,95.36,9.63,0.66,0.00,
0.71,140.70,47.02,0.75,0.12,22571.00,15683.30,13535.80,12245.00,3447.06,125466.00,34.00,102.72,95.62,10.08,0.68,0.03,
1.76,142.27,46.52,0.20,0.56,26144.00,17772.00,16399.30,13351.00,3279.24,266580.00,62.00,103.12,97.45,10.49,0.54,0.09,
0.47,142.24,46.43,0.47,0.37,14995.00,13451.00,13039.00,12666.00,760.01,94157.00,30.00,103.40,97.01,11.34,0.60,0.01,
0.69,142.57,46.14,0.11,0.67,16495.00,14622.30,14962.90,12185.00,1507.67,116978.00,32.00,103.63,97.15,12.16,0.64,0.03,
0.71,155.72,39.24,0.36,0.54,24450.00,19578.40,18235.60,15307.00,2771.99,156627.00,32.00,109.29,110.48,10.04,0.77,0.04,
0.19,140.20,46.73,0.39,0.47,14416.00,14210.00,14072.00,14072.00,148.45,42630.00,14.00,103.12,94.48,9.73,0.80,0.01,
1.11,140.30,46.49,0.55,0.26,19927.00,15811.00,15169.00,13448.00,2088.94,189732.00,44.00,103.20,94.48,10.36,0.69,0.06,
0.64,140.14,46.87,0.42,0.44,16578.00,14181.20,13398.30,12844.00,1196.66,127631.00,34.00,102.78,94.72,10.26,0.70,0.03,
0.21,140.05,47.02,0.25,0.44,15526.00,14122.00,12471.00,12471.00,1259.37,42366.00,14.00,102.85,94.44,10.70,0.75,0.01,
0.24,140.90,46.69,0.44,0.21,14315.00,13198.50,13019.10,12430.00,688.79,52794.00,18.00,103.17,95.36,10.79,0.68,0.01,
1.47,143.21,45.14,0.08,0.56,21726.00,15995.60,15387.70,12454.00,2366.21,223939.00,58.00,104.48,97.47,9.62,0.55,0.07,
6.24,144.03,43.84,0.19,0.74,28159.00,17535.70,16526.10,13632.00,3170.95,1350250.00,256.00,105.59,97.41,10.24,0.42,0.40,
0.47,144.01,44.46,0.33,0.43,18360.00,15833.60,14891.10,14565.00,1351.19,79168.00,22.00,105.31,97.75,9.67,0.68,0.02,
2.68,156.32,37.92,0.22,0.59,28967.00,18772.50,16811.20,13090.00,3807.59,769674.00,114.00,108.84,111.73,10.25,0.65,0.21,
0.23,156.37,38.21,0.39,0.47,20502.00,17493.00,15558.00,15558.00,2156.52,52479.00,14.00,108.94,111.61,11.24,0.84,0.01,
1.00,141.68,46.15,0.17,0.32,17557.00,14570.10,14087.20,12206.00,1874.08,145701.00,42.00,103.57,96.22,9.47,0.52,0.04,
0.85,141.46,46.62,0.22,0.50,17793.00,15026.20,13661.30,12451.00,1926.53,135236.00,36.00,103.17,96.24,10.23,0.65,0.04,
0.32,141.72,46.23,0.13,0.47,17404.00,13427.00,12369.80,12249.00,1993.23,67135.00,22.00,103.59,96.17,10.28,0.55,0.01,
0.40,141.71,46.54,0.50,0.26,14203.00,13028.30,12512.60,12236.00,768.15,91198.00,28.00,103.25,96.46,10.80,0.75,0.02,
4.17,142.62,46.35,0.27,0.67,23983.00,16797.10,16381.40,13349.00,2363.96,789464.00,164.00,103.14,97.91,10.77,0.43,0.23,
0.66,142.36,46.94,0.12,0.78,16537.00,14160.60,13559.40,12206.00,1464.81,113285.00,32.00,102.77,97.84,11.44,0.60,0.02,
3.83,144.63,44.16,0.16,0.83,32872.00,18297.30,16924.40,12957.00,4316.39,1006350.00,148.00,105.45,98.41,10.65,0.57,0.30,
1.23,144.43,44.94,0.10,0.49,17722.00,15030.80,14565.00,12968.00,1397.65,210431.00,54.00,104.80,98.90,9.78,0.51,0.05,
0.31,144.45,45.30,0.29,0.46,16255.00,14420.20,13832.20,13593.00,951.18,72101.00,22.00,104.45,99.35,9.23,0.75,0.01,
1.69,144.66,44.94,0.34,0.50,20878.00,15791.30,14981.10,13292.00,1992.41,300034.00,76.00,104.57,99.43,10.15,0.49,0.07,
0.49,144.59,45.72,0.41,0.35,15999.00,14614.50,14189.00,13336.00,1008.22,87687.00,26.00,103.94,100.02,9.88,0.56,0.01,
0.27,144.68,45.49,0.72,0.12,16982.00,14657.50,14021.70,13321.00,1388.93,58630.00,18.00,104.24,99.80,10.28,0.56,0.01,
1.39,143.62,46.27,0.24,0.57,26734.00,17852.20,16358.00,13649.00,3037.97,267783.00,52.00,103.49,99.01,10.67,0.69,0.09,
0.14,145.12,45.01,0.25,0.44,14814.00,13731.30,13040.00,13040.00,775.30,41194.00,14.00,104.83,99.79,10.60,0.61,0.00,
0.58,144.81,45.64,0.21,0.41,16150.00,15194.80,15362.40,13691.00,899.76,91169.00,26.00,104.10,100.09,10.70,0.71,0.02,
0.57,144.52,46.02,0.62,0.23,19636.00,15746.30,13500.90,12981.00,2571.02,94478.00,26.00,103.77,99.99,11.02,0.67,0.02,
0.27,144.28,46.03,0.44,0.21,16269.00,14154.50,13366.10,13320.00,1227.24,56618.00,18.00,103.72,99.66,11.30,0.72,0.01,
0.33,155.03,40.16,0.32,0.46,19096.00,15123.80,13853.30,13311.00,2316.68,60495.00,18.00,109.64,109.08,10.69,0.78,0.01,
2.38,154.46,39.68,0.04,0.95,21807.00,15853.50,15590.70,11735.00,2833.48,428045.00,98.00,108.00,109.96,10.07,0.51,0.12,
1.78,155.70,39.19,0.57,0.30,26264.00,20034.30,18401.00,16769.00,3153.09,380652.00,70.00,109.22,110.45,10.70,0.58,0.10,
0.44,156.79,38.93,0.06,0.87,15974.00,14365.80,14067.10,12331.00,1204.79,71829.00,22.00,110.31,110.90,10.73,0.59,0.01,
0.53,156.63,39.13,0.17,0.44,14906.00,12876.40,11827.70,10528.00,1555.31,90135.00,28.00,110.28,110.67,11.20,0.69,0.02,
5.00,156.12,38.36,0.24,0.34,31484.00,19680.80,19288.10,14423.00,3540.36,1377660.00,202.00,109.17,111.12,10.34,0.52,0.39,
0.91,155.71,38.51,0.28,0.46,20253.00,17970.00,17442.80,15551.00,1486.15,161730.00,36.00,108.51,111.28,9.35,0.55,0.03,
0.29,155.68,38.79,0.25,0.44,17801.00,16798.70,15940.00,15940.00,766.53,50396.00,14.00,108.60,110.98,11.17,0.74,0.01,
0.91,155.99,38.35,0.14,0.66,21301.00,16910.40,16448.30,13019.00,2471.77,152194.00,38.00,108.59,111.42,11.33,0.60,0.04,
0.30,156.01,38.71,0.35,0.52,17267.00,14919.80,13965.70,12977.00,1444.04,74599.00,22.00,108.92,111.08,11.61,0.77,0.01,
2.35,143.60,43.65,0.28,0.66,24297.00,16663.80,15676.60,13426.00,2857.32,633224.00,110.00,106.02,96.22,10.99,0.63,0.17,
3.14,146.49,43.84,0.39,0.40,24438.00,16040.50,14969.30,12318.00,2795.32,641620.00,146.00,105.74,100.81,10.78,0.51,0.19,
0.10,145.68,44.42,0.39,0.47,14581.00,13690.30,13144.00,13144.00,635.18,41071.00,14.00,105.40,100.00,10.65,0.81,0.00,
0.51,145.90,44.19,0.32,0.29,17176.00,14440.50,13857.30,12508.00,1790.21,86643.00,26.00,105.61,100.03,11.25,0.70,0.02,
0.43,146.22,43.78,0.38,0.41,14791.00,13344.10,12923.90,12413.00,910.71,93409.00,30.00,106.07,100.01,11.29,0.62,0.01,
0.55,146.10,44.18,0.20,0.61,19906.00,17595.00,17731.90,13985.00,1964.07,87975.00,22.00,105.56,100.36,11.46,0.76,0.03,
0.54,146.06,43.75,0.51,0.15,17828.00,15015.00,13679.10,12697.00,1763.56,105105.00,30.00,105.81,99.99,11.85,0.65,0.02,
3.14,158.06,37.47,0.40,0.48,22079.00,15789.50,14810.10,11741.00,2677.01,615791.00,126.00,110.83,112.16,10.84,0.52,0.19,
1.01,157.66,37.50,0.19,0.68,19204.00,15266.70,14634.40,13384.00,1911.10,183200.00,48.00,110.23,112.22,10.54,0.54,0.04,
0.22,157.94,37.34,0.47,0.32,15721.00,13839.50,13181.00,13067.00,1092.13,55358.00,18.00,110.51,112.38,10.09,0.78,0.01,
1.27,157.04,37.80,0.36,0.29,20095.00,15752.20,14816.10,13129.00,1982.59,220531.00,56.00,109.57,111.93,11.26,0.58,0.06,
0.42,156.94,37.76,0.21,0.42,15867.00,13004.60,11887.10,11604.00,1555.19,65023.00,22.00,109.21,112.05,12.13,0.66,0.01,
1.02,143.75,45.98,0.28,0.33,22655.00,17160.60,16682.50,13099.00,2840.84,171606.00,38.00,103.73,98.91,10.91,0.61,0.05,
0.20,143.45,46.42,0.25,0.44,17723.00,15318.00,13743.00,13743.00,1727.58,45954.00,14.00,103.45,98.71,11.48,0.69,0.00,
0.29,143.49,46.64,0.03,0.98,18330.00,15030.00,13052.00,13052.00,2348.77,45090.00,14.00,103.17,99.05,11.62,0.62,0.01,
0.31,143.68,46.15,0.36,0.29,18426.00,14971.80,13495.80,13078.00,2102.93,59887.00,16.00,103.66,98.77,11.92,0.67,0.01,
0.74,143.42,46.48,0.51,0.17,15807.00,13372.40,13026.90,11831.00,1004.39,133724.00,42.00,103.18,98.85,12.31,0.51,0.02,
3.44,145.40,45.87,0.40,0.44,22115.00,16483.20,16014.20,11772.00,3109.11,725260.00,140.00,103.66,101.30,11.53,0.54,0.24,
0.58,144.95,46.26,0.15,0.33,17969.00,14071.50,13038.20,11871.00,2145.56,112572.00,32.00,103.57,100.73,11.78,0.55,0.02,
0.35,147.63,44.96,0.54,0.32,16430.00,14405.40,12939.60,12405.00,1695.97,72027.00,22.00,104.87,103.30,11.22,0.74,0.01,
0.78,148.02,44.61,0.31,0.39,23183.00,16442.00,15080.70,13065.00,3185.78,131536.00,30.00,105.16,103.52,11.65,0.68,0.04,
0.52,148.06,44.75,0.10,0.00,22274.00,17212.80,15691.80,12244.00,3692.37,68851.00,18.00,105.00,103.74,11.50,0.65,0.02,
0.12,147.74,45.12,0.39,0.47,14211.00,13146.30,12490.00,12490.00,759.62,39439.00,14.00,104.74,103.56,11.55,0.80,0.00,
0.25,148.65,44.13,0.25,0.50,15941.00,13556.80,12718.20,12489.00,1392.39,54227.00,18.00,105.67,103.76,12.75,0.58,0.01,
1.49,153.14,40.80,0.15,0.85,22492.00,15282.30,15060.80,10602.00,2981.87,275081.00,64.00,107.11,108.88,11.24,0.61,0.08,
0.66,153.11,40.29,0.48,0.34,15590.00,13391.80,12874.20,11770.00,1195.58,107134.00,38.00,106.42,109.36,12.47,0.55,0.02,
3.30,154.41,39.64,0.30,0.44,25986.00,17543.20,16677.50,13105.00,3083.72,701727.00,132.00,107.92,109.85,11.34,0.52,0.21,
0.88,154.66,40.13,0.38,0.41,19719.00,16219.30,15890.70,13355.00,1853.46,129754.00,34.00,108.60,109.45,12.03,0.58,0.03,
0.40,154.88,39.66,0.16,0.84,22090.00,18584.50,16417.30,14829.00,3038.32,74338.00,18.00,108.34,110.14,10.82,0.70,0.01,
1.68,155.25,39.26,0.36,0.53,23287.00,17899.30,16493.30,14591.00,2460.49,340087.00,70.00,108.64,110.31,11.44,0.58,0.09,
2.01,141.93,45.97,0.25,0.68,17732.00,13514.80,12722.70,11903.00,1579.41,364899.00,106.00,103.72,96.15,11.90,0.43,0.08,
0.19,142.31,45.85,0.25,0.44,15077.00,13734.70,13059.00,13059.00,949.18,41204.00,14.00,104.04,96.39,11.69,0.65,0.00,
0.34,142.53,45.43,0.25,0.50,16368.00,14630.30,14050.00,13608.00,1050.43,58521.00,18.00,104.28,96.40,12.14,0.68,0.01,
0.16,142.96,45.39,0.25,0.44,15015.00,13524.70,12327.00,12327.00,1116.71,40574.00,14.00,104.48,96.74,12.68,0.72,0.00,
1.66,143.92,44.07,0.27,0.69,26358.00,16931.50,15556.40,13958.00,3338.59,389424.00,78.00,105.61,97.09,11.54,0.66,0.11,
0.27,143.59,44.25,0.39,0.38,15338.00,13958.30,13293.90,12858.00,961.69,55833.00,18.00,105.61,96.53,12.03,0.65,0.01,
0.34,146.99,44.23,0.25,0.44,17221.00,16812.30,16407.00,16407.00,332.31,50437.00,14.00,105.55,101.69,11.14,0.68,0.01,
0.73,146.98,44.34,0.26,0.67,22692.00,18170.70,16197.70,14995.00,2750.92,127195.00,28.00,105.32,101.87,11.54,0.72,0.04,
1.27,147.46,43.70,0.24,0.72,27672.00,17705.40,16176.30,13246.00,4076.84,318698.00,58.00,105.86,101.99,11.61,0.77,0.09,
1.39,147.99,43.79,0.77,0.15,21328.00,14905.00,14225.90,12832.00,2067.47,253385.00,64.00,105.90,102.79,10.96,0.56,0.06,
3.04,148.17,43.66,0.32,0.41,24894.00,16981.70,15673.60,12851.00,3505.48,679267.00,126.00,105.84,103.01,11.85,0.55,0.20,
0.18,147.89,43.83,0.12,0.93,14992.00,14365.30,13778.00,13778.00,496.39,43096.00,14.00,105.90,102.58,11.56,0.58,0.00,
0.92,148.54,43.78,0.40,0.41,18616.00,14578.90,14334.10,11634.00,2007.73,174947.00,46.00,105.94,103.25,13.45,0.67,0.05,
0.39,148.10,44.41,0.23,0.37,17947.00,15100.30,13512.20,12003.00,2426.90,60401.00,18.00,105.36,103.17,13.79,0.71,0.01,
1.67,149.16,44.11,0.47,0.38,18179.00,14803.10,14128.90,11575.00,1988.34,281259.00,74.00,104.76,105.54,11.57,0.57,0.09,
1.13,150.01,42.92,0.07,0.69,17142.00,14257.30,14229.00,11999.00,1338.68,171087.00,48.00,104.89,106.71,10.69,0.55,0.05,
2.93,150.56,42.69,0.29,0.43,23747.00,16798.80,16093.40,12801.00,2792.66,503965.00,108.00,105.40,106.86,11.81,0.48,0.16,
0.35,151.04,42.75,0.10,0.00,16783.00,15433.00,15230.00,14344.00,873.56,61732.00,18.00,105.72,107.11,12.77,0.62,0.01,
1.40,152.15,41.93,0.27,0.44,20441.00,15605.30,14207.80,12341.00,2471.02,280896.00,60.00,106.73,107.79,11.83,0.59,0.07,
0.35,151.90,42.32,0.16,0.40,14399.00,13747.00,13433.30,13338.00,416.67,54988.00,18.00,106.59,107.54,12.15,0.57,0.01,
0.21,143.12,46.57,0.25,0.44,16001.00,15173.00,14661.00,14661.00,590.92,45519.00,14.00,103.31,98.39,11.34,0.64,0.00,
1.06,143.12,46.02,0.65,0.21,17656.00,14823.70,14163.30,12999.00,1510.05,207532.00,56.00,103.48,98.16,11.86,0.58,0.05,
1.43,146.78,46.14,0.31,0.52,20136.00,14572.30,13246.80,12468.00,2183.68,291446.00,66.00,103.40,103.49,11.92,0.68,0.09,
3.39,149.45,43.43,0.36,0.38,27642.00,15866.30,15119.40,11850.00,3263.84,698117.00,136.00,105.96,104.71,11.96,0.53,0.23,
0.26,149.73,44.16,0.25,0.44,14680.00,14037.00,12994.00,12994.00,744.15,42111.00,14.00,105.46,105.67,11.50,0.67,0.01,
0.32,150.10,43.67,0.20,0.61,14350.00,13556.40,13198.10,12798.00,597.12,67782.00,22.00,105.48,106.11,11.99,0.64,0.01,
0.17,150.06,43.27,0.25,0.44,11795.00,11352.30,10547.00,10547.00,570.40,34057.00,14.00,106.54,104.92,12.53,0.59,0.00,
0.34,149.96,43.74,0.25,0.44,17329.00,15965.30,13779.00,13779.00,1561.67,47896.00,14.00,106.08,105.24,12.58,0.74,0.01,
0.33,150.00,44.04,0.34,0.46,14859.00,13471.20,12503.00,12503.00,991.23,67356.00,20.00,105.72,105.66,12.62,0.67,0.01,
0.14,149.84,43.94,0.25,0.44,13788.00,12723.00,12067.00,12067.00,759.78,38169.00,14.00,105.90,105.21,13.00,0.60,0.00,
0.11,149.85,43.93,0.22,0.80,13275.00,12731.50,12188.00,12188.00,543.50,25463.00,14.00,105.15,105.95,13.09,0.71,0.00,
0.21,149.18,44.05,0.39,0.47,14833.00,13678.70,12981.00,12981.00,822.14,41036.00,14.00,105.75,104.37,13.33,0.83,0.01,
0.75,150.04,43.63,0.46,0.38,19447.00,15860.90,16040.50,12357.00,2017.48,126887.00,30.00,106.08,105.44,11.85,0.75,0.04,
0.97,151.64,42.02,0.16,0.67,25619.00,16066.90,13896.50,12849.00,3876.20,176736.00,36.00,106.03,107.78,11.71,0.66,0.05,
1.02,153.30,40.86,0.16,0.77,20065.00,16290.30,14754.30,14154.00,2138.88,179193.00,44.00,107.29,108.85,11.95,0.65,0.05,
0.38,153.54,40.67,0.25,0.44,19481.00,18132.30,17400.00,17400.00,954.81,54397.00,14.00,107.35,109.16,11.64,0.76,0.01,
5.18,144.67,43.74,0.25,0.59,31661.00,18033.20,16811.60,12842.00,4473.65,1262320.00,212.00,105.56,98.19,11.98,0.50,0.39,
0.14,145.21,43.96,0.25,0.44,14259.00,13674.70,12993.00,12993.00,521.40,41024.00,14.00,105.94,98.53,12.41,0.65,0.00,
0.22,144.64,44.65,0.25,0.44,18903.00,15656.00,13974.00,13974.00,2296.47,46968.00,14.00,105.20,98.44,12.79,0.70,0.01,
0.20,145.07,44.17,0.39,0.47,14980.00,13999.00,12693.00,12693.00,961.53,41997.00,14.00,105.59,98.59,13.32,0.72,0.01,
3.36,147.06,44.05,0.26,0.71,41681.00,21098.40,19779.70,14197.00,5944.18,1118220.00,130.00,105.37,101.84,12.37,0.68,0.33,
0.38,148.85,43.29,0.44,0.21,14313.00,13434.50,12924.30,12844.00,596.20,53738.00,18.00,103.34,106.53,11.23,0.69,0.01,
2.00,148.87,43.23,0.18,0.82,17842.00,14191.60,13740.40,12227.00,1614.47,326407.00,84.00,103.45,106.38,12.06,0.53,0.10,
0.97,152.98,41.26,0.17,0.61,18089.00,15983.70,15440.30,12873.00,1921.71,143853.00,34.00,107.21,108.54,11.29,0.66,0.05,
2.39,152.96,41.29,0.24,0.57,21687.00,16108.80,15637.50,11947.00,2472.70,434937.00,94.00,107.41,108.24,12.00,0.52,0.13,
0.60,154.09,40.74,0.40,0.23,15279.00,14349.50,14101.30,13418.00,757.23,114796.00,32.00,108.29,109.05,11.16,0.62,0.02,
2.24,154.08,39.95,0.45,0.37,24390.00,16331.70,15464.20,13189.00,2612.66,473619.00,104.00,107.67,109.57,11.95,0.51,0.11,
0.13,154.43,39.74,0.39,0.47,15322.00,13960.30,13136.00,13136.00,969.95,41881.00,14.00,107.63,110.08,12.14,0.80,0.00,
2.20,152.22,39.88,0.26,0.68,28102.00,16609.60,15689.10,12601.00,3223.84,514897.00,94.00,104.83,109.72,12.03,0.68,0.17,
0.83,152.17,39.76,0.73,0.17,19266.00,15699.20,14605.80,13271.00,2047.21,141293.00,36.00,104.39,110.00,12.62,0.60,0.03,
0.90,146.11,46.43,0.28,0.32,17418.00,14958.00,14245.20,12373.00,1787.84,134622.00,38.00,103.25,102.71,11.82,0.54,0.03,
0.29,145.93,46.14,0.25,0.44,14853.00,14622.30,14288.00,14288.00,242.04,43867.00,14.00,103.69,101.99,11.92,0.75,0.01,
0.33,146.06,46.25,0.25,0.44,19408.00,16157.30,13888.00,13888.00,2357.95,48472.00,14.00,103.60,102.25,12.10,0.65,0.01,
1.67,146.39,46.01,0.32,0.51,22540.00,15143.70,14163.30,12612.00,2398.32,302873.00,68.00,103.67,102.61,12.40,0.58,0.09,
0.49,146.60,46.17,0.70,0.18,15730.00,14090.50,13523.50,13078.00,970.15,84543.00,26.00,103.62,102.85,13.26,0.73,0.02,
0.94,148.33,44.23,0.54,0.14,17408.00,14172.50,14014.80,11617.00,1787.09,141725.00,42.00,103.55,105.49,12.32,0.56,0.04,
0.34,148.12,44.61,0.25,0.50,18743.00,14394.30,12045.60,11190.00,3004.74,57577.00,18.00,103.59,105.14,12.47,0.80,0.01,
4.15,151.60,41.75,0.33,0.53,29500.00,18191.30,16771.80,12704.00,3614.12,1000520.00,170.00,105.82,107.82,12.59,0.54,0.31,
0.25,150.77,43.49,0.25,0.44,15438.00,13981.70,12599.00,12599.00,1160.18,41945.00,14.00,106.14,106.38,12.32,0.72,0.01,
1.07,150.75,43.18,0.34,0.39,17789.00,14664.80,14388.90,12100.00,1614.45,175978.00,50.00,105.80,106.58,13.14,0.49,0.04,
0.15,151.26,42.79,0.25,0.44,15184.00,14290.00,13658.00,13658.00,649.95,42870.00,14.00,106.01,107.12,12.96,0.62,0.00,
0.54,151.39,42.53,0.48,0.26,17592.00,15302.80,15346.60,13030.00,1551.82,91817.00,24.00,105.95,107.28,13.52,0.71,0.02,
0.53,151.47,42.80,0.26,0.58,19127.00,14768.00,12834.30,11564.00,2700.43,88608.00,26.00,106.41,106.92,13.73,0.70,0.02,
0.23,151.38,42.30,0.25,0.44,16526.00,14691.70,12339.00,12339.00,1748.19,44075.00,14.00,105.63,107.56,13.82,0.70,0.01,
3.04,153.20,39.40,0.27,0.63,33958.00,17601.10,15650.60,11207.00,5189.28,950457.00,128.00,105.71,110.19,12.37,0.72,0.30,
0.37,152.90,39.83,0.72,0.12,16950.00,15003.80,13608.50,13026.00,1707.07,60015.00,18.00,105.51,109.91,12.89,0.65,0.01,
1.21,145.50,45.88,0.39,0.43,19292.00,13893.80,13099.40,11884.00,2017.24,236194.00,64.00,103.78,101.18,12.73,0.57,0.05,
2.12,147.16,45.46,0.67,0.14,21014.00,14012.90,13274.50,11396.00,2142.57,378347.00,104.00,103.48,103.84,12.87,0.50,0.10,
0.15,146.99,46.28,0.25,0.44,12696.00,12381.70,12120.00,12120.00,238.06,37145.00,14.00,103.35,103.61,13.83,0.62,0.00,
1.44,146.27,44.48,0.54,0.32,17851.00,14720.40,14149.10,12644.00,1484.68,264967.00,70.00,105.20,100.77,13.14,0.54,0.06,
0.12,146.80,44.41,0.12,0.93,14899.00,14385.00,13825.00,13825.00,439.67,43155.00,14.00,105.50,101.24,13.06,0.58,0.00,
0.48,146.19,44.94,0.28,0.24,15524.00,14399.20,13514.60,13039.00,1118.62,86395.00,26.00,104.87,100.98,13.27,0.64,0.02,
1.37,146.40,44.89,0.32,0.50,21789.00,16298.80,15804.00,12829.00,2431.96,260780.00,58.00,104.71,101.46,13.22,0.66,0.08,
0.19,146.67,44.84,0.25,0.44,14377.00,13480.70,12738.00,12738.00,677.88,40442.00,14.00,105.07,101.36,14.15,0.62,0.00,
1.45,147.62,44.28,0.19,0.84,22346.00,16473.60,15655.70,13652.00,2462.02,280051.00,62.00,105.36,102.57,13.11,0.65,0.09,
0.69,147.41,44.63,0.11,0.58,16005.00,14593.60,14985.20,12570.00,1198.69,116749.00,32.00,105.17,102.42,13.44,0.63,0.03,
0.35,147.62,44.28,0.32,0.46,18656.00,15985.50,13873.40,13679.00,2234.04,63942.00,18.00,105.52,102.36,13.37,0.82,0.01,
1.60,148.13,44.50,0.25,0.65,21164.00,14049.80,13081.80,11673.00,2250.60,280996.00,66.00,103.45,105.21,13.10,0.62,0.09,
