Value,Area,Distance from Origin,Distance to Image Border XY,Ellipticity (oblate),Ellipticity (prolate),Intensity Max,Intensity Mean,Intensity Median,Intensity Min,Intensity StdDev,Intensity Sum,Number of Vertices,Position X,Position Y,Position Z,Sphericity,Volume
,0.69,168.60,6.43,0.20,0.36,7164.00,6086.43,5570.20,5471.00,631.58,42605.00,30.00,80.65,143.27,37.35,0.71,0.03
,0.24,168.18,7.14,0.25,0.44,5381.00,4932.00,4651.00,4651.00,320.83,14796.00,14.00,80.28,142.71,38.39,0.70,0.01
,0.59,170.26,4.32,0.08,0.74,7035.00,6053.67,5889.38,4955.00,726.34,36322.00,26.00,81.03,145.50,35.41,0.62,0.02
,0.54,170.07,3.58,0.36,0.29,6958.00,5006.43,4468.43,4187.00,852.36,35045.00,28.00,79.76,146.06,35.07,0.62,0.02
,12.39,170.77,3.37,0.20,0.54,22194.00,9118.79,8058.23,4455.00,3328.70,1750810.00,484.00,80.75,145.87,36.94,0.42,1.11
,0.23,169.90,4.70,0.03,0.98,6005.00,5506.67,4687.00,4687.00,584.08,16520.00,14.00,80.76,145.19,35.59,0.55,0.00
,0.37,170.68,3.53,0.25,0.44,10923.00,8176.33,6044.00,6044.00,2038.66,24529.00,14.00,80.47,146.24,35.63,0.75,0.01
,0.24,170.18,3.95,0.22,0.61,7126.00,5744.25,5371.35,5056.00,810.02,22977.00,18.00,79.92,145.83,36.16,0.73,0.01
,0.46,170.76,3.33,0.22,0.25,6390.00,5869.40,5473.18,5267.00,425.65,29347.00,22.00,79.76,146.52,36.48,0.60,0.01
,0.39,170.27,4.10,0.06,0.87,6808.00,5885.80,5313.86,5308.00,636.92,29429.00,22.00,79.87,145.76,36.98,0.60,0.01
,0.38,171.39,3.21,0.28,0.41,6905.00,6219.33,6076.67,5612.00,402.72,37316.00,26.00,80.40,146.63,37.54,0.69,0.01
,0.41,170.48,4.10,0.32,0.46,9353.00,7351.00,6307.66,6247.00,1255.97,29404.00,18.00,80.09,145.66,37.84,0.75,0.02
,0.63,171.12,2.93,0.22,0.76,8753.00,6385.71,5718.42,5036.00,1371.16,44700.00,30.00,79.60,146.79,37.40,0.72,0.03
,0.21,171.56,2.95,0.16,0.84,5370.00,5225.00,5173.22,5045.00,125.92,20900.00,18.00,79.99,146.91,38.13,0.66,0.00
,0.18,172.98,1.21,0.25,0.44,5401.00,5169.33,5010.00,5010.00,167.62,15508.00,14.00,80.33,148.63,37.12,0.59,0.00
,0.53,173.29,0.76,0.22,0.62,8056.00,6479.33,6147.09,5484.00,836.95,38876.00,26.00,80.29,148.95,37.37,0.72,0.02
,0.42,161.02,17.99,0.00,1.99,6845.00,5955.00,5248.44,5142.00,692.79,29775.00,22.00,85.01,131.86,36.24,0.45,0.01
,0.44,161.65,17.27,0.23,0.58,8282.00,6349.00,5463.03,5198.00,1082.83,31745.00,22.00,84.70,132.49,37.48,0.78,0.02
,0.44,161.46,17.59,0.23,0.37,6581.00,5145.00,4632.64,4625.00,718.01,30870.00,26.00,84.57,132.21,37.90,0.61,0.01
,0.55,161.79,17.58,0.29,0.20,5898.00,5364.00,5013.50,4922.00,349.55,37548.00,30.00,85.13,132.18,38.19,0.57,0.02
,0.26,162.33,15.09,0.25,0.44,6198.00,5526.00,4514.00,4514.00,728.32,16578.00,14.00,83.09,134.73,36.02,0.70,0.01
,0.39,169.09,5.97,0.25,0.44,9156.00,7534.33,6383.00,6383.00,1179.91,22603.00,14.00,80.62,143.82,37.53,0.76,0.02
,0.23,169.17,6.14,0.25,0.44,6777.00,5546.00,4629.00,4629.00,904.59,16638.00,14.00,80.81,143.72,37.84,0.68,0.01
,0.39,173.97,0.00,0.39,0.47,16040.00,9584.00,5616.00,5616.00,4604.89,28752.00,18.00,80.02,149.82,37.65,0.73,0.01
,2.65,167.43,7.93,0.29,0.66,9094.00,5929.62,5538.33,4610.00,1066.00,171959.00,108.00,81.22,141.55,37.43,0.47,0.13
,0.14,168.03,7.81,0.25,0.44,4970.00,4896.33,4834.00,4834.00,56.08,14689.00,14.00,81.48,142.01,37.76,0.63,0.00
,0.41,168.09,7.47,0.23,0.45,7982.00,6266.00,4876.27,4464.00,1364.08,31330.00,22.00,81.06,142.28,37.94,0.77,0.02
,0.28,168.67,7.01,0.25,0.44,6399.00,5702.33,5001.00,5001.00,570.74,17107.00,14.00,81.37,142.84,37.76,0.63,0.01
,0.38,168.98,6.70,0.32,0.46,6523.00,5817.25,5642.89,4706.00,724.47,23269.00,18.00,81.30,143.08,38.34,0.75,0.01
,0.23,169.34,5.83,0.39,0.47,9025.00,6406.67,4961.00,4961.00,1854.79,19220.00,14.00,80.64,143.99,37.93,0.82,0.01
,0.11,169.58,5.60,0.03,0.98,4816.00,4640.33,4447.00,4447.00,151.16,13921.00,14.00,80.31,144.31,38.52,0.45,0.00
,0.21,169.63,5.32,0.25,0.44,6100.00,5387.67,4798.00,4798.00,538.57,16163.00,14.00,80.77,144.50,37.00,0.66,0.00
,1.38,169.96,5.14,0.38,0.33,10384.00,6522.31,6316.30,4932.00,1377.30,104357.00,60.00,81.00,144.53,37.90,0.59,0.07
,0.15,169.67,5.60,0.39,0.47,5634.00,5292.00,5053.00,5053.00,248.12,15876.00,14.00,81.09,144.20,37.65,0.77,0.00
,0.30,170.34,4.09,0.25,0.44,7317.00,6147.33,5172.00,5172.00,886.41,18442.00,14.00,79.61,145.76,37.81,0.66,0.01
,0.55,170.64,3.76,0.63,0.16,7945.00,6331.67,5700.11,5114.00,1066.21,37990.00,26.00,79.74,146.00,38.01,0.72,0.02
,3.33,179.10,12.97,0.67,0.17,12494.00,7342.10,6715.06,5242.00,1604.07,293684.00,136.00,110.85,136.52,33.91,0.52,0.22
,1.52,172.49,12.92,0.26,0.68,9600.00,6275.88,5512.31,4569.00,1521.81,100414.00,68.00,99.64,136.74,33.57,0.54,0.07
,1.14,173.87,10.77,0.39,0.39,10742.00,7521.00,7070.11,5045.00,1565.56,75210.00,40.00,98.88,138.94,33.85,0.66,0.06
,0.26,174.04,10.81,0.25,0.44,7481.00,6461.33,4649.00,4649.00,1284.86,19384.00,14.00,99.20,138.96,33.73,0.81,0.01
,0.25,173.89,11.10,0.25,0.44,8918.00,6308.67,4479.00,4479.00,1894.22,18926.00,14.00,99.21,138.70,34.03,0.73,0.01
,2.25,174.53,10.15,0.40,0.44,9623.00,6634.77,6318.29,5050.00,1144.45,145965.00,88.00,99.34,139.48,33.76,0.48,0.11
,0.34,174.34,10.53,0.25,0.44,8183.00,6919.67,6148.00,6148.00,900.60,20759.00,14.00,98.98,139.32,34.44,0.76,0.01
,1.27,174.47,9.78,0.42,0.33,9544.00,6238.46,5489.18,4505.00,1241.25,81100.00,50.00,98.59,139.87,34.03,0.62,0.07
,0.29,176.25,8.58,0.00,1.92,7488.00,6535.00,4969.00,4969.00,1116.00,19605.00,14.00,99.88,141.24,33.75,0.76,0.01
,0.32,176.37,8.77,0.25,0.44,7746.00,6845.67,5194.00,5194.00,1169.49,20537.00,14.00,100.16,141.09,34.16,0.70,0.01
,1.79,174.94,9.72,0.17,0.76,9656.00,6795.28,6325.25,5215.00,1187.65,122315.00,70.00,99.40,139.82,34.28,0.55,0.09
,0.19,175.42,9.50,0.25,0.44,6523.00,5619.00,4986.00,4986.00,656.09,16857.00,14.00,99.92,140.30,33.23,0.73,0.00
,1.32,175.69,9.14,0.68,0.18,9371.00,6225.33,5462.99,4696.00,1375.08,93380.00,60.00,99.70,140.60,34.05,0.59,0.06
,3.35,180.32,11.44,0.40,0.46,18525.00,10312.60,9595.75,6557.00,2587.19,381567.00,130.00,110.76,138.10,34.31,0.50,0.21
,0.43,180.13,11.92,0.35,0.53,9531.00,6501.33,5908.64,5746.00,1358.88,39008.00,26.00,110.52,137.86,35.01,0.71,0.02
,1.02,181.38,10.65,0.34,0.51,11477.00,8510.73,7986.80,5822.00,1806.26,93618.00,44.00,111.36,138.95,34.51,0.70,0.06
,2.97,180.03,12.26,0.44,0.38,16272.00,8631.18,8228.82,5925.00,2229.22,284829.00,118.00,111.05,137.37,34.76,0.48,0.16
,2.28,173.98,10.79,0.40,0.47,14516.00,6836.04,6116.19,4652.00,2056.83,164065.00,88.00,98.87,138.88,34.72,0.55,0.13
,2.69,174.51,10.40,0.30,0.61,10641.00,6978.93,6810.61,5101.00,1302.46,195410.00,102.00,99.39,139.15,34.78,0.51,0.15
,0.29,174.75,10.25,0.25,0.44,6563.00,6012.00,5606.00,5606.00,403.92,18036.00,14.00,99.20,139.58,34.85,0.66,0.01
,0.26,174.96,10.07,0.25,0.44,8005.00,6028.00,4861.00,4861.00,1405.53,18084.00,14.00,99.08,139.77,35.45,0.69,0.01
,0.21,174.72,10.40,0.00,1.92,5594.00,5271.33,5072.00,5072.00,230.26,15814.00,14.00,99.20,139.29,35.86,0.63,0.00
,0.33,188.88,1.72,0.25,0.44,6802.00,6023.33,5222.00,5222.00,645.23,18070.00,14.00,112.20,148.12,33.87,0.73,0.01
,0.99,188.84,1.73,0.43,0.43,8895.00,6480.58,6443.75,4655.00,1126.59,77767.00,42.00,112.11,147.96,34.63,0.77,0.06
,1.11,179.35,13.20,0.26,0.53,9159.00,6938.83,6805.05,5369.00,1015.70,83266.00,44.00,111.21,136.41,34.51,0.66,0.06
,0.47,179.37,13.15,0.34,0.46,10701.00,8748.60,6945.75,6466.00,1723.17,43743.00,18.00,110.94,136.63,34.59,0.77,0.02
,0.41,178.64,13.64,0.12,0.69,6808.00,6304.40,6099.54,5271.00,571.12,31522.00,22.00,110.22,136.13,35.11,0.64,0.01
,2.10,179.11,13.14,0.32,0.53,11927.00,8113.04,7615.37,5726.00,2041.61,194713.00,90.00,110.79,136.27,35.20,0.58,0.13
,0.41,179.14,14.05,0.08,0.53,7109.00,6004.25,5482.72,5117.00,768.67,24017.00,18.00,111.35,135.78,35.44,0.63,0.01
,0.11,179.01,13.51,0.27,0.00,6231.00,6034.33,5854.00,5854.00,154.34,18103.00,14.00,110.39,136.40,35.42,0.59,0.00
,0.34,179.67,12.90,0.32,0.46,7508.00,6659.75,6222.63,6052.00,572.68,26639.00,18.00,110.85,136.87,35.54,0.74,0.01
,0.25,178.96,12.91,0.25,0.44,11044.00,7198.00,5116.00,5116.00,2722.63,21594.00,14.00,109.89,136.87,34.92,0.77,0.01
,0.33,179.05,12.67,0.34,0.46,6756.00,5445.80,4798.08,4614.00,805.29,27229.00,20.00,109.63,137.13,35.11,0.75,0.01
,0.14,173.46,11.89,0.25,0.44,5537.00,4831.67,4360.00,4360.00,508.12,14495.00,14.00,99.45,138.01,33.91,0.63,0.00
,0.57,173.58,12.09,0.30,0.27,8671.00,7049.00,6473.98,6018.00,1076.50,42294.00,26.00,99.72,137.68,35.02,0.68,0.02
,0.38,173.43,12.28,0.22,0.61,8353.00,7457.50,7037.38,6571.00,693.55,29830.00,18.00,99.61,137.53,35.24,0.76,0.01
,0.59,175.37,9.95,0.35,0.27,6099.00,5590.86,5531.89,4879.00,378.37,39136.00,30.00,99.81,139.88,35.06,0.63,0.02
,0.22,188.39,2.58,0.25,0.44,6471.00,5767.33,4768.00,4768.00,726.00,17302.00,14.00,112.38,147.23,34.45,0.70,0.01
,1.77,188.18,2.48,0.61,0.26,14138.00,7400.47,6827.90,5184.00,2127.61,140609.00,68.00,112.07,147.04,35.08,0.61,0.10
,1.11,177.42,14.36,0.15,0.64,9510.00,6106.57,5552.31,4639.00,1361.33,85492.00,52.00,109.17,135.34,35.27,0.61,0.05
,0.54,178.25,14.02,0.54,0.32,10681.00,7438.80,6220.85,6132.00,1711.07,37194.00,22.00,110.16,135.64,35.20,0.73,0.02
,0.24,178.21,14.08,0.25,0.44,6290.00,6236.67,6156.00,6156.00,58.05,18710.00,14.00,109.94,135.80,35.07,0.66,0.01
,0.36,178.05,14.21,0.39,0.38,8383.00,6801.25,5825.89,5754.00,1087.10,27205.00,18.00,109.81,135.57,35.58,0.73,0.01
,0.33,177.37,13.91,0.34,0.46,7973.00,5569.80,4763.23,4673.00,1223.17,27849.00,20.00,108.44,135.89,35.13,0.71,0.01
,0.09,180.88,12.05,0.25,0.44,7348.00,6850.67,6431.00,6431.00,378.37,20552.00,14.00,112.09,137.79,34.13,0.57,0.00
,0.36,180.75,12.30,0.47,0.32,6940.00,6683.25,6502.36,6377.00,247.48,26733.00,18.00,111.99,137.43,35.24,0.82,0.02
,0.15,181.19,11.74,0.25,0.44,5807.00,5610.67,5242.00,5242.00,260.88,16832.00,14.00,111.73,138.16,35.47,0.66,0.00
,0.91,173.76,11.42,0.21,0.68,7066.00,5820.27,5615.61,5091.00,586.33,64023.00,46.00,99.29,138.26,34.89,0.53,0.03
,0.25,173.95,11.55,0.47,0.32,8074.00,6045.75,5249.80,5123.00,1192.45,24183.00,18.00,99.70,138.27,34.65,0.78,0.01
,0.15,173.63,11.45,0.25,0.44,5456.00,4995.33,4563.00,4563.00,365.11,14986.00,14.00,98.77,138.39,35.22,0.66,0.00
,0.90,174.24,10.97,0.36,0.22,13831.00,7633.44,6037.59,4844.00,2729.35,68701.00,38.00,99.25,138.76,35.39,0.63,0.04
,0.28,174.73,10.84,0.16,0.84,5814.00,5412.25,5355.78,4868.00,353.29,21649.00,18.00,99.54,139.01,36.03,0.74,0.01
,0.19,180.99,11.13,0.25,0.44,8820.00,7221.33,6174.00,6174.00,1148.42,21664.00,14.00,111.07,138.63,34.69,0.71,0.00
,14.93,172.95,12.58,0.17,0.74,34065.00,11318.50,9778.84,4876.00,5047.09,2795670.00,574.00,99.69,136.77,35.59,0.44,1.60
,0.18,173.38,12.65,0.39,0.47,6749.00,5605.00,4822.00,4822.00,827.07,16815.00,14.00,100.31,137.17,34.37,0.84,0.01
,0.45,173.39,12.41,0.16,0.36,9550.00,8329.00,7738.52,7196.00,862.64,41645.00,18.00,99.65,137.35,35.62,0.62,0.01
,0.30,172.19,13.96,0.25,0.44,10092.00,7855.33,6223.00,6223.00,1636.30,23566.00,14.00,99.50,135.83,36.02,0.71,0.01
,0.63,172.75,13.15,0.31,0.35,8191.00,7202.50,7035.53,6451.00,556.38,43215.00,26.00,99.24,136.48,37.01,0.61,0.02
,0.40,173.08,13.15,0.32,0.46,10135.00,7327.00,6397.46,5766.00,1679.53,29308.00,18.00,99.45,136.68,37.23,0.75,0.02
,0.20,173.68,13.46,0.25,0.44,7323.00,5543.67,4647.00,4647.00,1258.19,16631.00,14.00,100.66,136.36,37.91,0.73,0.01
,1.03,179.16,12.92,0.31,0.34,8746.00,6750.45,6002.00,5162.00,1228.58,74255.00,46.00,110.08,136.74,35.83,0.58,0.04
,0.22,179.34,12.96,0.25,0.44,9947.00,6618.33,4927.00,4927.00,2353.83,19855.00,14.00,109.90,136.86,36.81,0.73,0.01
,1.02,180.43,11.13,0.28,0.43,10573.00,6867.30,6251.50,5069.00,1606.34,68673.00,42.00,109.99,138.49,35.73,0.61,0.05
,0.14,180.43,11.07,0.39,0.47,5928.00,5327.67,5022.00,5022.00,424.53,15983.00,14.00,109.57,138.73,36.15,0.84,0.00
,0.96,184.36,6.82,0.11,0.27,9812.00,5487.80,5168.38,3956.00,1646.79,54878.00,42.00,110.86,142.99,35.42,0.56,0.04
,0.42,186.21,5.23,0.25,0.50,8573.00,6732.25,6335.20,5665.00,1098.48,26929.00,18.00,111.87,144.54,35.55,0.75,0.02
,0.42,187.25,3.93,0.16,0.00,7883.00,5569.00,4897.87,4312.00,1233.01,27845.00,20.00,112.20,145.92,34.34,0.69,0.01
,5.80,187.62,3.04,0.27,0.64,11826.00,7314.47,6945.14,4686.00,1746.25,438868.00,210.00,111.95,146.29,35.59,0.42,0.35
,0.24,187.73,3.41,0.25,0.44,7235.00,6039.67,5161.00,5161.00,875.82,18119.00,14.00,112.25,146.40,34.77,0.71,0.01
,0.14,187.41,3.39,0.25,0.44,5151.00,4852.00,4535.00,4535.00,251.80,14556.00,14.00,111.41,146.51,35.30,0.66,0.00
,0.15,187.42,3.96,0.39,0.47,5578.00,5378.67,5015.00,5015.00,257.55,16136.00,14.00,111.85,145.82,36.75,0.81,0.00
,0.59,188.76,2.02,0.42,0.44,6766.00,6003.00,5882.59,5217.00,542.70,42021.00,28.00,111.97,147.77,35.42,0.72,0.03
,1.59,172.37,14.25,0.42,0.40,11650.00,7370.88,6514.59,5237.00,1948.16,117934.00,60.00,100.31,135.41,36.24,0.50,0.07
,0.37,172.28,14.18,0.25,0.44,7800.00,7596.67,7391.00,7391.00,166.99,22790.00,14.00,100.09,135.62,35.66,0.70,0.01
,0.16,172.64,14.07,0.12,0.93,6536.00,6099.67,5547.00,5547.00,412.05,18299.00,14.00,100.36,135.81,35.85,0.69,0.00
,0.36,172.56,14.50,0.27,0.00,6879.00,6094.00,5363.00,5363.00,620.08,18282.00,18.00,100.60,135.33,36.64,0.71,0.01
,1.87,178.29,14.07,0.35,0.45,11432.00,8063.90,7692.88,5296.00,1747.09,169342.00,68.00,110.23,135.50,35.74,0.64,0.12
,0.35,176.99,14.35,0.32,0.46,6378.00,5658.50,5410.43,5127.00,464.53,22634.00,18.00,108.33,135.46,35.21,0.71,0.01
,2.15,177.51,13.67,0.49,0.37,11838.00,7248.00,6698.25,4985.00,1692.63,181200.00,88.00,108.46,135.86,35.91,0.59,0.13
,0.15,177.99,13.35,0.25,0.44,5249.00,4892.33,4565.00,4565.00,280.01,14677.00,14.00,108.48,136.55,35.58,0.60,0.00
,0.26,177.85,13.92,0.22,0.61,6283.00,5651.75,5600.28,5110.00,417.15,22607.00,18.00,109.27,135.90,34.95,0.86,0.01
,0.75,178.05,13.91,0.39,0.23,8917.00,6881.00,6496.25,5549.00,1090.46,55048.00,32.00,109.45,135.85,35.63,0.63,0.03
,3.67,184.95,6.67,0.39,0.47,19289.00,8074.10,8001.19,4768.00,2718.39,322964.00,138.00,111.75,142.97,35.76,0.49,0.23
,0.13,185.10,6.47,0.25,0.44,5097.00,5057.67,4995.00,4995.00,44.81,15173.00,14.00,111.65,143.39,35.14,0.60,0.00
,0.31,186.65,4.98,0.25,0.44,6811.00,6142.67,5245.00,5245.00,659.56,18428.00,14.00,112.09,144.81,36.13,0.74,0.01
,3.90,188.30,2.44,0.64,0.21,14478.00,7055.91,6527.68,5512.00,1642.84,303404.00,146.00,112.30,146.85,35.83,0.42,0.20
,0.23,188.80,2.61,0.25,0.44,7745.00,6432.33,5357.00,5357.00,989.23,19297.00,14.00,112.54,147.15,36.42,0.73,0.01
,0.21,188.76,2.47,0.09,0.00,5681.00,5313.25,5184.71,4856.00,318.91,21253.00,18.00,112.12,147.39,36.54,0.51,0.00
,0.35,188.33,3.19,0.25,0.44,10053.00,7518.67,6212.00,6212.00,1792.34,22556.00,14.00,112.18,146.65,37.12,0.73,0.01
,3.52,172.05,14.47,0.19,0.84,18851.00,7342.84,6758.73,4780.00,2486.65,315742.00,140.00,100.43,135.03,35.80,0.54,0.24
,0.14,172.38,14.72,0.39,0.47,5169.00,4960.33,4702.00,4702.00,193.86,14881.00,14.00,100.88,135.11,35.86,0.78,0.00
,2.66,172.61,13.59,0.37,0.37,13484.00,8112.81,7158.95,5810.00,2083.58,219046.00,102.00,99.83,135.98,36.60,0.47,0.13
,0.33,172.73,13.77,0.39,0.47,8617.00,7570.67,6920.00,6920.00,747.16,22712.00,14.00,99.71,136.00,37.37,0.78,0.01
,0.37,179.73,13.46,0.58,0.00,6999.00,5690.60,5211.48,5060.00,693.44,28453.00,20.00,111.37,136.40,35.95,0.62,0.01
,0.36,179.42,13.61,0.44,0.21,7075.00,6107.00,5801.15,5293.00,654.02,24428.00,18.00,111.06,136.14,36.39,0.57,0.01
,0.23,179.31,13.47,0.25,0.44,7411.00,6493.67,5576.00,5576.00,749.14,19481.00,14.00,110.57,136.40,36.36,0.68,0.01
,0.30,179.44,13.37,0.39,0.47,7985.00,6984.33,5634.00,5634.00,991.13,20953.00,14.00,110.83,136.41,36.16,0.81,0.01
,0.39,179.52,12.57,0.25,0.44,9420.00,7964.67,6392.00,6392.00,1238.96,23894.00,14.00,110.05,137.20,35.97,0.74,0.01
,0.25,179.97,12.21,0.10,0.57,8474.00,5764.50,4924.35,4719.00,1566.76,23058.00,18.00,110.19,137.60,36.26,0.61,0.01
,0.24,179.88,12.30,0.39,0.47,6971.00,6262.00,5308.00,5308.00,700.67,18786.00,14.00,109.95,137.54,36.75,0.83,0.01
,0.57,174.00,11.98,0.39,0.49,8273.00,6955.43,6436.09,5798.00,848.41,48688.00,26.00,99.93,137.74,36.31,0.77,0.03
,0.31,180.47,10.64,0.03,0.98,7467.00,5710.33,4479.00,4479.00,1275.15,17131.00,14.00,109.03,139.19,36.18,0.66,0.01
,0.59,182.03,9.63,0.30,0.27,8875.00,6275.83,5475.99,4973.00,1357.19,37655.00,26.00,110.41,140.18,36.02,0.63,0.02
,0.26,182.98,9.34,0.03,0.98,8572.00,6037.33,4729.00,4729.00,1792.59,18112.00,14.00,111.52,140.50,36.14,0.66,0.01
,0.74,184.50,7.44,0.23,0.32,8845.00,6346.50,5709.18,5514.00,1094.92,50772.00,32.00,111.92,142.36,35.33,0.70,0.04
,0.32,184.30,7.88,0.25,0.44,7141.00,6433.00,5192.00,5192.00,880.42,19299.00,14.00,112.04,141.96,35.51,0.76,0.01
,0.19,184.09,8.03,0.27,0.00,6858.00,5458.33,4615.00,4615.00,996.62,16375.00,14.00,111.80,141.80,35.79,0.71,0.00
,1.79,184.56,7.57,0.32,0.55,13516.00,7716.33,6654.09,5151.00,2288.65,138894.00,68.00,112.01,142.10,36.38,0.57,0.10
,0.46,184.58,6.78,0.22,0.61,9267.00,7542.50,6993.09,5307.00,1530.45,30170.00,18.00,111.00,142.98,36.14,0.86,0.02
,0.44,184.92,6.66,0.29,0.46,9903.00,6921.80,6233.82,5321.00,1559.51,34609.00,22.00,111.24,143.12,36.58,0.72,0.02
,0.33,189.24,1.75,0.36,0.29,8800.00,6683.00,6031.45,5425.00,1277.82,26732.00,16.00,112.24,148.04,36.05,0.74,0.01
,0.14,176.45,14.93,0.00,1.98,5839.00,4902.67,4174.00,4174.00,695.41,14708.00,14.00,108.14,134.94,35.09,0.54,0.00
,2.14,176.90,14.60,0.29,0.44,10139.00,6596.84,6084.34,4870.00,1317.18,164921.00,80.00,108.24,135.05,36.61,0.54,0.12
,2.27,178.49,14.02,0.40,0.41,13286.00,7970.68,7832.06,5353.00,2123.55,223179.00,86.00,110.35,135.48,36.44,0.63,0.16
,0.89,179.12,13.72,0.53,0.13,11311.00,6497.22,5793.53,5143.00,1759.86,58475.00,38.00,110.44,135.99,37.31,0.55,0.03
,0.26,179.06,13.56,0.22,0.61,6503.00,6074.00,6023.94,5481.00,381.92,24296.00,18.00,110.19,136.19,37.05,0.74,0.01
,3.19,177.76,13.71,0.28,0.63,11435.00,8167.42,8110.84,6182.00,1425.23,294027.00,120.00,108.61,135.82,36.79,0.54,0.22
,0.80,178.09,13.36,0.41,0.37,9483.00,6562.70,6322.50,5269.00,1175.43,65627.00,40.00,108.51,136.34,36.74,0.70,0.04
,0.88,177.90,13.74,0.65,0.16,9490.00,7267.90,7057.86,5891.00,974.32,72679.00,38.00,108.36,135.97,37.66,0.55,0.03
,0.27,178.18,13.59,0.25,0.44,9224.00,6805.67,5384.00,5384.00,1718.80,20417.00,14.00,109.20,136.26,35.42,0.71,0.01
,0.76,178.62,13.56,0.23,0.59,8871.00,7000.44,6585.51,5584.00,959.91,63004.00,38.00,109.90,136.11,36.04,0.64,0.03
,0.89,178.49,13.87,0.29,0.54,10399.00,7734.13,7625.35,5818.00,1591.15,61873.00,32.00,109.80,135.87,36.59,0.59,0.04
,0.23,178.35,13.82,0.44,0.21,7686.00,6344.75,5720.26,5665.00,813.46,25379.00,18.00,109.46,135.92,36.79,0.70,0.01
,0.28,178.83,13.56,0.25,0.44,9279.00,7181.33,5657.00,5657.00,1533.24,21544.00,14.00,109.81,136.26,36.80,0.75,0.01
,3.42,173.66,11.59,0.48,0.24,14302.00,7472.72,6925.89,5395.00,1911.75,269018.00,132.00,99.53,137.70,35.90,0.40,0.15
,0.69,181.52,10.55,0.19,0.75,11997.00,6857.50,5902.31,5496.00,2025.79,54860.00,34.00,110.61,139.21,36.56,0.66,0.03
,2.29,186.40,5.21,0.26,0.42,10998.00,6548.77,5935.56,4942.00,1612.61,170268.00,90.00,111.99,144.50,36.36,0.52,0.12
,0.47,185.98,5.74,0.44,0.40,7154.00,5682.00,5319.48,5147.00,614.51,45456.00,34.00,112.15,143.87,36.20,0.48,0.01
,0.36,186.80,4.97,0.13,0.47,6825.00,5433.20,4784.81,4719.00,816.46,27166.00,22.00,111.92,144.85,37.22,0.57,0.01
,0.67,188.22,3.27,0.46,0.34,9689.00,6766.86,6027.48,5523.00,1407.28,47368.00,30.00,112.47,146.43,36.55,0.62,0.03
,0.19,188.73,2.93,0.39,0.47,6393.00,5750.33,5112.00,5112.00,522.97,17251.00,14.00,112.57,146.88,37.06,0.80,0.01
,0.19,181.05,11.28,0.22,0.61,6915.00,5733.75,5086.00,5027.00,763.98,22935.00,18.00,110.62,138.54,36.75,0.89,0.01
,0.40,187.01,4.89,0.21,0.42,8695.00,6245.80,4806.25,4791.00,1708.54,31229.00,22.00,112.35,144.92,36.77,0.78,0.02
,0.75,187.77,3.48,0.25,0.28,9673.00,6881.29,6006.85,4860.00,1497.67,48169.00,30.00,111.79,146.32,36.77,0.70,0.04
,0.41,176.60,15.52,0.25,0.50,7120.00,6349.00,6221.95,5030.00,836.60,25396.00,18.00,108.61,134.24,37.05,0.75,0.02
,0.75,172.41,14.79,0.16,0.57,10891.00,7272.14,6840.25,4999.00,1755.02,50905.00,28.00,100.76,134.96,36.86,0.67,0.03
,0.21,171.63,15.09,0.44,0.21,6307.00,5555.00,5126.49,4708.00,657.68,22220.00,18.00,99.79,134.70,36.84,0.65,0.00
,1.42,172.35,14.61,0.30,0.51,10101.00,7528.50,7441.59,5622.00,1155.69,105399.00,50.00,100.38,135.11,37.09,0.62,0.08
,0.83,172.30,15.01,0.20,0.27,9850.00,6608.44,5963.26,5505.00,1349.23,59476.00,34.00,100.59,134.78,37.46,0.58,0.03
,0.38,171.77,15.06,0.25,0.00,8853.00,6664.20,5438.34,5019.00,1404.63,33321.00,22.00,99.98,134.59,37.36,0.67,0.01
,0.41,171.91,14.52,0.16,0.58,7804.00,6308.20,5711.47,5495.00,813.77,31541.00,22.00,99.40,135.28,37.07,0.70,0.01
,0.41,172.53,14.20,0.72,0.12,9645.00,7728.00,6526.59,6426.00,1334.53,30912.00,18.00,100.09,135.55,37.10,0.74,0.02
,0.26,178.31,14.38,0.39,0.47,7807.00,7012.33,6512.00,6512.00,568.17,21037.00,14.00,110.13,135.41,36.47,0.72,0.01
,0.22,178.40,14.19,0.39,0.47,8834.00,6851.33,5724.00,5724.00,1406.35,20554.00,14.00,109.99,135.64,36.46,0.76,0.01
,0.56,178.42,14.28,0.70,0.18,14270.00,8463.60,5984.06,5819.00,3256.40,42318.00,22.00,110.03,135.51,36.95,0.77,0.03
,0.76,173.85,12.15,0.20,0.73,8482.00,7036.63,6868.00,5254.00,1137.06,56293.00,34.00,99.76,137.51,36.91,0.62,0.03
,0.28,180.64,10.82,0.39,0.47,7560.00,6160.33,5431.00,5431.00,990.01,18481.00,14.00,109.41,138.96,36.76,0.72,0.01
,0.34,180.77,10.55,0.47,0.32,6362.00,5792.75,5739.84,5321.00,371.27,23171.00,18.00,109.21,139.20,37.05,0.79,0.01
,0.57,181.02,10.22,0.39,0.38,9023.00,6811.25,6093.38,4947.00,1499.03,27245.00,22.00,109.08,139.49,37.57,0.70,0.02
,0.57,182.81,9.10,0.16,0.34,7007.00,5552.13,5271.77,4669.00,722.47,44417.00,34.00,110.79,140.71,36.65,0.56,0.02
