Area,Distance from Origin,Distance to Image Border XY,Ellipticity (oblate),Ellipticity (prolate),Intensity Max,Intensity Mean,Intensity Median,Intensity Min,Intensity StdDev,Intensity Sum,Number of Vertices,Position X,Position Y,Position Z,Sphericity,Volume
2.93,83.93,13.58,0.49,0.24,10193.00,6284.32,5535.95,4291.00,1696.40,232520.00,128.00,13.90,82.76,0.89,0.52,0.18
2.60,84.12,13.07,0.30,0.45,11364.00,5874.29,5217.35,4011.00,1614.93,182103.00,104.00,13.42,83.04,0.98,0.52,0.15
1.16,84.64,12.90,0.31,0.46,9287.00,5739.85,4951.57,4604.00,1356.96,74618.00,50.00,13.29,83.59,0.73,0.55,0.05
0.19,85.07,13.36,0.27,0.00,6536.00,5479.33,4652.00,4652.00,786.05,16438.00,14.00,13.50,83.98,1.40,0.74,0.00
3.25,85.34,12.64,0.45,0.41,10861.00,6370.71,5601.10,4356.00,1623.93,286682.00,138.00,13.11,84.33,0.70,0.55,0.23
0.27,86.70,14.67,0.08,0.53,4401.00,4156.75,4107.44,3785.00,240.24,16627.00,18.00,14.76,85.44,0.37,0.53,0.00
2.93,88.94,11.00,0.27,0.55,15782.00,6865.14,6131.19,4344.00,2477.14,295201.00,128.00,11.37,88.21,0.77,0.61,0.22
1.14,89.16,12.72,0.23,0.60,9057.00,7279.33,7247.48,5600.00,927.57,87352.00,44.00,12.96,88.21,0.91,0.63,0.06
0.15,89.49,12.00,0.25,0.44,5875.00,5677.00,5334.00,5334.00,243.50,17031.00,14.00,12.11,88.67,0.53,0.64,0.00
2.83,89.93,12.14,0.41,0.44,10553.00,7544.29,6895.50,5233.00,1631.15,233873.00,112.00,12.66,89.03,0.89,0.50,0.16
0.58,76.05,2.99,0.09,0.43,6274.00,5580.71,5104.65,5037.00,494.42,39065.00,30.00,3.14,75.98,0.72,0.59,0.02
2.82,75.55,2.86,0.68,0.21,12478.00,6998.90,6500.64,4977.00,1532.44,286955.00,112.00,3.31,75.47,1.08,0.63,0.22
1.17,76.18,0.05,0.21,0.46,16600.00,9471.90,8847.94,6044.00,2755.78,94719.00,36.00,0.24,76.16,1.62,0.65,0.06
3.26,77.33,13.14,0.33,0.58,20626.00,9724.93,8888.97,6318.00,3215.15,418172.00,124.00,13.51,76.12,1.31,0.61,0.26
0.33,77.04,13.56,0.25,0.44,10124.00,7725.33,6314.00,6314.00,1704.92,23176.00,14.00,13.69,75.80,1.77,0.75,0.01
2.28,78.01,13.05,0.53,0.31,11157.00,8195.76,7777.14,6480.00,1265.48,204894.00,92.00,13.34,76.85,0.93,0.52,0.12
0.21,76.71,0.86,0.25,0.44,9895.00,7966.67,6872.00,6872.00,1367.70,23900.00,14.00,0.95,76.70,1.00,0.70,0.01
0.22,78.35,14.49,0.25,0.44,6839.00,5883.67,4975.00,4975.00,761.69,17651.00,14.00,14.64,76.96,1.33,0.71,0.01
0.40,78.51,14.26,0.22,0.61,9032.00,7501.25,7121.31,5814.00,1184.84,30005.00,18.00,14.47,77.16,1.04,0.81,0.02
2.86,79.06,13.22,0.25,0.55,13794.00,9298.44,8713.89,6913.00,1758.05,334744.00,114.00,13.68,77.86,1.02,0.57,0.20
0.25,80.61,14.15,0.80,0.13,9551.00,8016.00,7631.47,7211.00,904.33,32064.00,16.00,14.30,79.33,0.45,0.81,0.01
4.43,81.14,14.22,0.32,0.50,22850.00,10525.80,9917.06,6778.00,2706.62,684177.00,172.00,14.65,79.80,1.06,0.59,0.40
2.07,81.29,15.22,0.37,0.49,17127.00,8001.16,7810.95,5082.00,2290.74,200029.00,86.00,15.56,79.78,1.02,0.62,0.14
2.79,81.72,15.72,0.31,0.60,14886.00,8646.20,7780.95,5363.00,2323.97,302617.00,116.00,16.07,80.11,1.31,0.54,0.18
0.94,82.08,15.33,0.25,0.64,9983.00,8077.67,7491.83,6440.00,1072.52,72699.00,34.00,15.67,80.56,1.09,0.73,0.05
0.15,82.34,17.31,0.25,0.44,5679.00,5343.00,5068.00,5068.00,253.14,16029.00,14.00,17.44,80.47,0.65,0.65,0.00
1.11,82.60,17.29,0.33,0.41,11179.00,7146.08,6679.06,4884.00,1745.77,85753.00,44.00,17.63,80.69,1.04,0.64,0.06
5.81,86.47,12.79,0.45,0.41,14608.00,6925.99,6446.05,4465.00,1876.86,561005.00,236.00,13.30,85.44,1.14,0.49,0.45
0.10,86.86,13.77,0.25,0.44,4718.00,4608.67,4480.00,4480.00,98.13,13826.00,14.00,13.89,85.74,1.24,0.41,0.00
3.07,88.21,12.45,0.29,0.62,11671.00,7784.24,7244.92,5644.00,1572.65,264664.00,106.00,12.85,87.27,1.22,0.57,0.22
2.73,88.67,12.83,0.24,0.58,11494.00,7250.11,6733.08,5179.00,1627.82,195753.00,102.00,13.19,87.68,0.89,0.47,0.14
3.32,88.67,12.15,0.29,0.50,14137.00,7482.12,6904.94,5193.00,1817.67,314249.00,134.00,12.49,87.78,1.09,0.55,0.23
1.25,90.06,11.62,0.45,0.37,9641.00,7344.33,6884.09,5676.00,1312.44,110165.00,50.00,11.93,89.26,0.98,0.70,0.08
1.55,90.42,12.33,0.27,0.61,11808.00,6780.22,6411.16,5229.00,1428.77,155945.00,74.00,12.68,89.52,0.90,0.63,0.09
2.14,90.84,11.41,0.48,0.37,10838.00,7329.50,6896.58,5610.00,1343.71,161249.00,82.00,11.75,90.07,0.87,0.55,0.12
0.44,90.33,11.68,0.27,0.00,9010.00,8324.67,7895.00,7895.00,489.78,24974.00,14.00,11.88,89.54,0.95,0.69,0.02
5.54,76.56,11.84,0.37,0.48,29246.00,10917.70,8995.69,5134.00,4909.82,917087.00,220.00,12.28,75.55,1.45,0.55,0.50
4.08,76.15,0.66,0.38,0.38,19367.00,10272.40,9539.35,7154.00,2651.59,534163.00,140.00,1.22,76.13,1.16,0.56,0.33
0.73,76.15,2.18,0.53,0.21,10237.00,8837.67,8536.98,7465.00,901.72,53026.00,26.00,2.37,76.11,1.21,0.60,0.03
0.53,76.54,2.31,0.26,0.41,11562.00,8437.67,7012.82,6977.00,1793.51,50626.00,24.00,2.49,76.48,1.37,0.77,0.02
2.77,77.18,2.34,0.21,0.74,12722.00,8101.14,7546.75,4594.00,2133.60,299742.00,112.00,2.70,77.13,1.31,0.60,0.20
0.63,77.34,0.67,0.23,0.42,9447.00,8344.83,8374.96,6496.00,996.04,50069.00,24.00,0.82,77.33,1.24,0.73,0.03
4.62,77.82,0.00,0.27,0.69,20284.00,10603.40,9277.68,6266.00,3144.94,668013.00,170.00,0.27,77.81,1.31,0.56,0.39
9.29,78.61,1.15,0.46,0.34,30350.00,11807.80,10315.60,4706.00,5053.52,2019130.00,358.00,1.91,78.58,1.34,0.55,1.09
2.77,79.47,0.28,0.42,0.37,15882.00,9891.44,9332.04,7103.00,2028.08,356092.00,106.00,0.66,79.45,1.33,0.64,0.22
0.54,80.91,1.27,0.80,0.13,15115.00,10030.30,7233.34,6418.00,3476.46,40121.00,20.00,1.48,80.89,1.36,0.75,0.02
1.73,82.98,15.58,0.29,0.52,14938.00,7465.61,6891.15,5175.00,2007.97,171709.00,76.00,15.90,81.43,1.35,0.69,0.12
0.62,83.18,16.08,0.43,0.34,9012.00,7942.17,7838.13,6627.00,769.53,47653.00,26.00,16.30,81.55,1.56,0.71,0.03
0.40,83.18,15.50,0.16,0.40,7516.00,6228.00,5969.40,5187.00,837.50,24912.00,18.00,15.58,81.67,2.52,0.66,0.01
2.43,85.50,12.87,0.28,0.31,10899.00,6434.40,6121.32,4814.00,1389.01,193032.00,94.00,13.25,84.46,1.37,0.59,0.16
0.46,91.52,11.67,0.15,0.58,7420.00,5794.83,5226.25,5080.00,814.35,34769.00,26.00,11.81,90.75,0.71,0.62,0.01
3.51,91.79,12.01,0.35,0.55,10482.00,7230.67,6728.96,5203.00,1346.17,303688.00,152.00,12.52,90.92,1.44,0.45,0.18
0.29,91.82,12.44,0.39,0.47,6541.00,5993.00,5681.00,5681.00,388.74,17979.00,14.00,12.62,90.95,0.75,0.75,0.01
0.18,92.41,12.30,0.25,0.44,6574.00,5141.67,4264.00,4264.00,1021.36,15425.00,14.00,12.39,91.57,0.65,0.71,0.00
1.18,92.42,12.41,0.32,0.60,11722.00,6644.60,5678.27,4876.00,1894.66,99669.00,56.00,12.70,91.54,1.27,0.64,0.06
2.31,93.49,11.84,0.22,0.70,11315.00,7247.63,6838.14,4840.00,1837.30,231924.00,94.00,12.22,92.68,1.30,0.66,0.18
0.26,93.89,12.22,0.25,0.44,7597.00,6588.33,5031.00,5031.00,1117.10,19765.00,14.00,12.36,93.06,1.81,0.71,0.01
0.87,78.53,14.37,0.59,0.21,9332.00,6857.89,6276.59,5744.00,1043.24,61721.00,38.00,14.56,77.15,1.74,0.60,0.04
2.39,78.83,13.70,0.23,0.74,22668.00,10213.70,9217.34,6271.00,3305.02,306410.00,84.00,13.99,77.56,1.73,0.68,0.20
7.09,78.91,12.12,0.57,0.28,24676.00,12368.30,10512.70,6177.00,4663.83,1459460.00,280.00,12.61,77.87,1.68,0.57,0.76
5.37,80.34,14.17,0.27,0.46,24366.00,10937.50,9410.61,5690.00,4111.95,995313.00,212.00,14.66,78.97,1.83,0.62,0.58
0.17,80.72,14.39,0.25,0.44,7203.00,6413.33,5794.00,5794.00,587.69,19240.00,14.00,14.46,79.37,2.74,0.68,0.00
16.27,80.47,12.30,0.32,0.59,64749.00,16644.10,12814.00,4860.00,10981.90,4660350.00,640.00,13.21,79.37,1.38,0.45,1.87
0.29,80.92,14.06,0.25,0.44,8565.00,8048.33,7572.00,7572.00,406.39,24145.00,14.00,14.13,79.68,0.25,0.71,0.01
0.60,79.26,1.00,0.21,0.42,12456.00,10762.80,10509.20,8371.00,1351.70,53814.00,22.00,1.18,79.25,0.47,0.66,0.02
5.63,79.93,0.84,0.27,0.69,32464.00,12024.00,10414.50,5195.00,5008.42,1202400.00,236.00,1.34,79.90,1.28,0.61,0.61
0.30,80.70,0.16,0.39,0.47,9800.00,7926.67,6390.00,6390.00,1412.34,23780.00,14.00,0.32,80.68,1.68,0.70,0.01
0.42,81.49,13.91,0.39,0.38,11860.00,8600.00,7679.59,6614.00,1971.05,34400.00,18.00,14.10,80.26,0.37,0.73,0.02
6.24,81.96,13.76,0.60,0.25,23641.00,9694.99,9007.91,6136.00,2893.02,891939.00,250.00,14.38,80.68,1.37,0.52,0.56
4.74,82.45,16.56,0.32,0.55,15213.00,8454.26,7775.71,5348.00,2034.45,490347.00,192.00,17.04,80.65,1.48,0.47,0.32
0.24,82.08,16.82,0.25,0.44,10985.00,8715.00,7254.00,7254.00,1627.05,26145.00,14.00,16.91,80.29,2.06,0.70,0.01
5.81,84.01,17.41,0.20,0.49,26594.00,10205.00,9113.49,5780.00,3396.23,1030710.00,224.00,17.89,82.06,1.84,0.62,0.64
2.91,84.07,18.30,0.16,0.75,14636.00,9130.63,8246.51,6027.00,2305.70,365225.00,114.00,18.67,81.95,1.80,0.65,0.24
2.90,83.92,16.39,0.31,0.55,10767.00,7278.82,6923.37,5112.00,1404.96,247480.00,112.00,16.76,82.21,1.77,0.57,0.20
0.26,83.69,16.77,0.00,1.92,8012.00,7363.67,7006.00,7006.00,459.26,22091.00,14.00,17.02,81.93,1.66,0.73,0.01
0.24,84.00,16.55,0.25,0.44,7134.00,5709.00,4802.00,4802.00,1020.07,17127.00,14.00,16.64,82.29,2.56,0.69,0.01
1.14,92.17,12.00,0.19,0.44,9738.00,7435.46,7451.71,5587.00,1281.51,96661.00,46.00,12.24,91.34,1.34,0.69,0.07
0.57,92.76,12.00,0.22,0.74,7648.00,6025.33,5797.66,4511.00,1031.57,36152.00,26.00,12.23,91.95,0.64,0.68,0.02
3.22,93.02,12.10,0.23,0.71,12377.00,7415.07,6961.74,4174.00,2026.34,318848.00,132.00,12.50,92.17,1.41,0.59,0.25
0.33,92.62,12.41,0.08,0.53,6523.00,5913.00,5995.48,5039.00,542.13,23652.00,18.00,12.57,91.74,1.74,0.58,0.01
4.74,76.20,0.12,0.21,0.81,19408.00,10513.70,9480.58,5289.00,3262.98,693906.00,168.00,0.57,76.18,1.93,0.56,0.41
3.29,77.56,12.78,0.23,0.56,14782.00,8494.54,8146.11,5499.00,2183.81,348276.00,132.00,13.21,76.41,1.96,0.54,0.22
4.69,76.56,1.63,0.51,0.28,15709.00,8556.97,7872.14,5314.00,2233.52,607545.00,200.00,2.36,76.50,2.06,0.55,0.39
0.24,77.47,1.73,0.25,0.44,7403.00,6344.33,4977.00,4977.00,1014.17,19033.00,14.00,1.83,77.41,2.45,0.73,0.01
0.88,78.22,15.50,0.23,0.60,8278.00,6442.75,6047.92,4818.00,1160.43,51542.00,32.00,15.72,76.60,1.91,0.70,0.05
2.51,77.18,0.85,0.29,0.63,13283.00,8230.77,8504.35,4961.00,2025.42,246923.00,102.00,1.23,77.14,2.24,0.60,0.17
0.80,79.69,0.11,0.15,0.67,9492.00,7251.25,7446.34,5164.00,1478.94,58010.00,32.00,0.27,79.67,1.99,0.66,0.04
0.82,82.09,15.45,0.49,0.37,15475.00,9678.50,8447.69,7787.00,2367.70,77428.00,28.00,15.71,80.56,1.51,0.79,0.05
3.09,82.42,15.22,0.56,0.27,14922.00,8941.92,8743.29,5672.00,2017.93,357677.00,124.00,15.67,80.88,2.22,0.59,0.23
4.00,82.76,17.51,0.16,0.58,15936.00,9094.34,8430.00,5928.00,2286.36,454717.00,130.00,17.84,80.79,1.96,0.56,0.31
0.84,94.46,12.59,0.56,0.29,8549.00,6363.55,6122.79,5280.00,873.94,69999.00,42.00,12.99,93.54,2.00,0.70,0.04
1.63,75.00,0.58,0.30,0.51,12475.00,9292.89,8812.30,7540.00,1534.06,167272.00,62.00,0.92,74.96,2.20,0.67,0.11
0.26,75.13,1.55,0.25,0.44,12602.00,9834.33,8393.00,8393.00,1957.60,29503.00,14.00,1.68,75.08,2.17,0.74,0.01
0.41,75.33,1.40,0.72,0.12,11519.00,9344.50,8273.46,8028.00,1380.42,37378.00,18.00,1.53,75.29,2.17,0.72,0.02
0.30,75.39,1.76,0.27,0.00,9880.00,9379.33,8740.00,8740.00,475.63,28138.00,14.00,1.92,75.33,2.14,0.68,0.01
3.11,77.31,14.18,0.30,0.51,14195.00,8303.97,7471.06,5039.00,2214.21,298943.00,116.00,14.54,75.89,2.27,0.58,0.23
0.28,76.91,14.32,0.25,0.44,11049.00,7686.00,5726.00,5726.00,2388.85,23058.00,14.00,14.43,75.50,2.36,0.73,0.01
0.56,77.56,15.23,0.18,0.23,5520.00,5122.71,5006.16,4708.00,245.07,35859.00,28.00,15.31,75.97,3.04,0.61,0.02
0.23,77.18,14.79,0.25,0.44,6034.00,5856.00,5621.00,5621.00,173.36,17568.00,14.00,14.86,75.67,2.98,0.68,0.01
2.76,76.55,1.00,0.43,0.44,14028.00,9500.61,9499.70,6549.00,1696.77,313520.00,96.00,1.35,76.50,2.17,0.57,0.18
0.32,79.42,13.27,0.25,0.44,11116.00,10522.00,9605.00,9605.00,657.79,31566.00,14.00,13.46,78.26,1.58,0.75,0.01
2.39,79.25,13.34,0.51,0.33,13971.00,9297.46,8825.68,5890.00,1848.79,260329.00,88.00,13.74,78.01,2.30,0.64,0.18
0.53,81.47,14.63,0.44,0.32,12676.00,10238.40,9119.18,7673.00,1722.88,51192.00,20.00,14.82,80.08,2.27,0.70,0.02
1.97,81.38,13.16,0.22,0.70,12907.00,8968.38,8023.09,6867.00,1795.86,215241.00,76.00,13.49,80.23,2.11,0.63,0.13
1.91,85.63,18.28,0.50,0.32,11601.00,7561.28,7145.72,5469.00,1399.88,189032.00,82.00,18.63,83.56,2.17,0.61,0.12
0.44,93.50,12.61,0.54,0.32,7437.00,6098.00,5477.93,5356.00,767.06,30490.00,22.00,12.80,92.61,1.62,0.75,0.02
1.03,93.68,12.70,0.57,0.29,8454.00,5901.46,5314.50,4866.00,981.03,76719.00,46.00,12.94,92.76,2.15,0.69,0.06
0.28,93.98,12.44,0.39,0.47,7005.00,6501.33,5908.00,5908.00,452.31,19504.00,14.00,12.61,93.10,2.27,0.86,0.01
0.34,75.31,3.19,0.25,0.44,10012.00,8258.00,6558.00,6558.00,1410.61,24774.00,14.00,3.29,75.21,1.85,0.73,0.01
1.69,75.28,3.15,0.54,0.29,12499.00,6749.80,5874.68,4385.00,1985.08,168745.00,86.00,3.61,75.14,2.63,0.70,0.12
1.02,75.53,2.24,0.31,0.59,13835.00,9659.55,8929.63,7739.00,1692.89,106255.00,38.00,2.47,75.45,2.40,0.70,0.06
3.12,76.00,0.67,0.33,0.57,19305.00,11296.10,11082.10,6230.00,3140.32,485731.00,114.00,1.06,75.96,2.25,0.65,0.27
0.99,77.97,15.37,0.27,0.50,8160.00,5495.57,5021.73,4316.00,1186.93,76938.00,48.00,15.62,76.35,2.44,0.71,0.06
2.78,81.27,15.20,0.61,0.26,13912.00,8807.62,8826.09,5875.00,1855.95,299459.00,104.00,15.61,79.73,2.29,0.58,0.19
3.04,81.57,16.64,0.31,0.57,15115.00,8385.80,7578.65,5420.00,2301.52,368975.00,128.00,16.95,79.76,2.27,0.64,0.25
0.91,82.69,18.01,0.37,0.41,9429.00,6536.23,6027.98,5283.00,1085.62,84971.00,44.00,18.24,80.61,2.66,0.79,0.06
5.50,82.56,15.92,0.32,0.60,30343.00,11340.30,9790.28,5407.00,4521.20,941247.00,230.00,16.49,80.86,2.41,0.57,0.53
7.68,83.12,16.38,0.25,0.58,17895.00,9503.16,8970.18,5410.00,2362.77,836278.00,278.00,17.21,81.28,2.50,0.41,0.53
0.36,83.75,17.02,0.24,0.26,8331.00,7230.40,6750.94,6680.00,595.80,36152.00,22.00,17.23,81.92,2.51,0.53,0.01
2.02,83.35,17.89,0.40,0.45,13716.00,8770.35,8006.64,6182.00,1955.03,201718.00,86.00,18.24,81.29,2.39,0.59,0.12
0.28,83.50,17.86,0.25,0.44,8955.00,8259.33,7340.00,7340.00,678.03,24778.00,14.00,17.94,81.50,2.70,0.62,0.01
0.25,83.65,17.69,0.25,0.44,11279.00,8763.67,7287.00,7287.00,1787.57,26291.00,14.00,17.80,81.68,2.81,0.77,0.01
0.95,88.25,13.10,0.50,0.35,6828.00,5264.69,4564.03,4229.00,901.79,68441.00,48.00,13.41,87.19,2.48,0.59,0.04
0.29,90.75,12.58,0.25,0.44,8006.00,7208.33,5651.00,5651.00,1101.31,21625.00,14.00,12.67,89.86,0.87,0.66,0.01
0.22,91.41,11.71,0.39,0.47,8753.00,7930.67,6550.00,6550.00,982.21,23792.00,14.00,11.85,90.59,2.85,0.83,0.01
0.45,93.09,11.42,0.63,0.16,5731.00,4921.83,4672.25,4191.00,576.42,29531.00,26.00,11.52,92.34,2.50,0.58,0.01
0.36,75.85,2.28,0.25,0.44,11687.00,9311.33,7203.00,7203.00,1840.32,27934.00,14.00,2.47,75.77,2.49,0.76,0.01
1.52,75.61,1.75,0.40,0.45,12153.00,8818.83,8684.14,6112.00,1695.97,158739.00,58.00,2.16,75.52,2.92,0.71,0.11
3.16,81.73,14.45,0.22,0.50,14774.00,9614.91,9158.24,7003.00,1721.58,307677.00,110.00,14.72,80.37,2.16,0.49,0.18
5.62,81.72,14.72,0.45,0.38,17429.00,8871.31,8004.55,5182.00,2321.46,718576.00,238.00,15.36,80.21,2.72,0.48,0.42
0.40,81.96,14.21,0.16,0.40,7594.00,6858.25,6665.79,6051.00,569.38,27433.00,18.00,14.38,80.64,2.87,0.76,0.02
1.34,82.19,14.19,0.36,0.50,10895.00,8172.33,7542.45,5934.00,1458.97,122585.00,50.00,14.55,80.84,2.80,0.75,0.10
8.74,84.77,17.44,0.46,0.32,26492.00,9419.97,8727.67,5535.00,2987.79,1111560.00,340.00,18.14,82.76,2.83,0.45,0.74
1.32,77.17,14.03,0.29,0.61,7844.00,5815.93,5222.93,4875.00,974.59,87239.00,58.00,14.34,75.76,3.27,0.61,0.07
1.62,84.22,17.96,0.42,0.45,16715.00,8725.75,7801.18,6436.00,2352.44,174515.00,64.00,18.22,82.16,3.31,0.61,0.09
0.27,77.41,13.92,0.27,0.00,6977.00,6162.67,5424.00,5424.00,636.26,18488.00,14.00,14.05,76.07,2.95,0.67,0.01
0.43,82.05,16.96,0.47,0.29,8434.00,6318.80,5467.16,4950.00,1197.16,31594.00,22.00,17.08,80.19,3.28,0.75,0.02
1.35,83.89,16.73,0.59,0.24,9950.00,5719.00,5233.37,4511.00,1170.75,108661.00,60.00,17.05,82.05,3.90,0.67,0.08
0.49,91.24,11.56,0.13,0.60,8260.00,6952.83,6600.05,5886.00,945.06,41717.00,26.00,11.74,90.41,3.52,0.69,0.02
1.15,78.71,21.96,0.34,0.44,15618.00,7783.59,6609.32,5039.00,2677.43,132321.00,58.00,22.25,75.50,0.24,0.81,0.08
0.59,80.76,25.58,0.34,0.46,11520.00,8332.20,6977.50,6464.00,1763.42,41661.00,20.00,25.73,76.56,0.24,0.80,0.03
4.64,80.92,24.00,0.22,0.78,32472.00,10072.40,8289.77,4958.00,4927.38,725215.00,182.00,24.45,77.14,0.68,0.62,0.46
1.41,82.31,26.29,0.39,0.30,11088.00,6995.89,6827.38,4672.00,1532.42,125926.00,56.00,26.57,77.90,0.24,0.71,0.10
0.35,81.56,23.88,0.54,0.32,7768.00,5498.40,4839.17,4465.00,1185.47,27492.00,22.00,24.00,77.95,0.19,0.78,0.01
2.54,81.98,24.71,0.20,0.34,28670.00,11153.00,8957.15,6040.00,5039.84,468425.00,102.00,25.15,78.03,0.28,0.79,0.27
1.70,82.54,25.53,0.59,0.23,13506.00,7671.96,6894.98,5086.00,2132.09,207143.00,78.00,25.84,78.39,0.29,0.73,0.13
0.42,91.89,20.50,0.27,0.00,14601.00,10055.70,7132.00,7132.00,3257.69,30167.00,14.00,20.64,89.54,0.24,0.70,0.02
2.00,92.33,22.39,0.49,0.37,16812.00,10543.60,9669.28,6820.00,2702.23,263591.00,82.00,22.73,89.49,0.29,0.68,0.15
2.72,93.26,21.17,0.41,0.46,24790.00,14257.30,13040.80,9522.00,3944.23,484748.00,102.00,21.59,90.73,0.39,0.66,0.23
3.52,93.40,20.35,0.42,0.45,36994.00,15960.10,14381.90,8618.00,5665.13,861844.00,130.00,20.82,91.05,0.42,0.68,0.35
2.02,79.00,22.79,0.43,0.43,16922.00,9150.17,8360.75,5507.00,3006.31,274505.00,82.00,23.14,75.53,0.48,0.76,0.18
0.11,79.00,22.88,0.39,0.47,5396.00,5000.00,4693.00,4693.00,293.82,15000.00,14.00,22.96,75.57,1.35,0.76,0.00
2.78,79.57,24.48,0.62,0.25,19424.00,9228.91,8579.10,6511.00,2416.99,304554.00,108.00,25.01,75.53,0.47,0.56,0.18
3.87,81.73,25.52,0.32,0.55,11789.00,7456.02,6848.70,4436.00,1886.19,454817.00,166.00,25.94,77.50,0.61,0.62,0.35
2.86,91.68,22.80,0.26,0.70,17361.00,8928.02,7960.50,4827.00,3112.54,374977.00,116.00,23.20,88.69,0.42,0.68,0.26
3.96,92.09,21.34,0.32,0.60,35532.00,13027.40,11080.80,8078.00,5115.03,885866.00,154.00,21.84,89.46,0.59,0.69,0.42
5.87,93.44,21.96,0.43,0.38,22984.00,11360.50,10032.80,6154.00,3487.41,988360.00,236.00,22.53,90.68,0.51,0.54,0.52
5.23,94.48,20.14,0.57,0.29,34730.00,12492.30,10837.20,6148.00,5764.94,1136800.00,212.00,20.77,92.17,0.57,0.65,0.59
4.08,80.13,24.60,0.35,0.44,12861.00,8220.93,8123.72,5087.00,1908.63,452151.00,152.00,25.01,76.12,0.81,0.55,0.32
0.32,80.65,25.24,0.29,0.46,7622.00,6576.40,6003.74,5797.00,710.37,32882.00,22.00,25.40,76.54,0.39,0.76,0.01
3.35,91.42,21.34,0.38,0.37,15444.00,9656.63,8978.29,6145.00,2257.76,395922.00,138.00,21.78,88.79,0.96,0.51,0.21
7.36,92.34,20.18,0.50,0.35,20890.00,10929.60,10401.80,6218.00,3026.44,961803.00,280.00,20.70,89.99,0.88,0.41,0.49
5.56,93.78,20.58,0.34,0.56,29037.00,14482.20,12845.10,7780.00,4932.74,1173060.00,208.00,21.14,91.36,1.26,0.57,0.53
2.52,90.17,20.49,0.31,0.58,16088.00,9530.97,8346.53,5712.00,2659.29,324053.00,96.00,20.93,87.70,1.18,0.65,0.20
0.38,92.29,22.42,0.22,0.61,11921.00,8643.75,7475.53,6973.00,1941.97,34575.00,18.00,22.63,89.47,1.06,0.82,0.02
2.31,79.99,24.12,0.27,0.67,13919.00,8727.77,8665.72,5914.00,1631.52,261833.00,86.00,24.52,76.13,0.69,0.67,0.18
0.15,80.30,24.34,0.25,0.44,7423.00,7110.33,6922.00,6922.00,222.62,21331.00,14.00,24.42,76.50,0.22,0.68,0.00
1.68,79.31,23.99,0.30,0.56,14199.00,8064.20,7645.05,5893.00,1842.01,161284.00,68.00,24.23,75.50,1.49,0.62,0.10
4.19,89.69,21.06,0.41,0.37,22027.00,10394.90,9925.42,5005.00,3731.11,717245.00,172.00,21.57,87.05,1.24,0.64,0.41
1.68,92.46,20.43,0.35,0.56,22136.00,12435.40,11506.10,8926.00,2783.45,248708.00,56.00,20.72,90.11,1.30,0.75,0.13
2.00,93.45,22.25,0.43,0.42,20762.00,10311.30,9447.13,7034.00,3105.12,226849.00,74.00,22.65,90.66,1.32,0.67,0.15
2.45,93.90,21.93,0.28,0.64,13341.00,9549.08,8878.09,7296.00,1663.96,238727.00,88.00,22.23,91.22,1.40,0.54,0.14
3.64,90.76,21.67,0.37,0.44,18000.00,9670.52,9622.25,6407.00,2315.41,425503.00,146.00,22.11,88.01,1.64,0.51,0.24
1.98,92.28,22.38,0.35,0.51,14018.00,8303.00,8297.31,5697.00,1972.98,174363.00,72.00,22.66,89.44,1.74,0.59,0.12
0.58,86.19,19.00,0.42,0.41,9152.00,7132.71,6571.53,5849.00,1178.92,49929.00,26.00,19.13,84.01,2.10,0.67,0.02
0.87,86.45,18.69,0.18,0.37,10995.00,8592.86,7763.23,5888.00,1824.13,60150.00,28.00,18.94,84.33,2.24,0.67,0.04
3.07,87.13,19.46,0.27,0.68,18855.00,8100.08,7300.17,4902.00,2563.07,405004.00,134.00,19.83,84.82,1.88,0.67,0.28
1.51,88.42,20.61,0.36,0.53,12553.00,8419.21,8132.15,6159.00,1282.84,159965.00,62.00,20.94,85.88,2.08,0.64,0.09
1.84,91.06,22.05,0.54,0.31,14918.00,10274.00,9658.43,7224.00,2004.36,215755.00,66.00,22.51,88.21,2.12,0.71,0.14
4.85,91.68,21.05,0.31,0.55,27406.00,12025.60,11060.90,7289.00,3618.48,913944.00,170.00,21.61,89.08,2.11,0.64,0.52
3.88,93.14,21.63,0.31,0.51,18893.00,10848.00,10616.40,6281.00,2503.08,585792.00,144.00,22.00,90.49,1.76,0.60,0.33
0.26,93.32,21.66,0.27,0.00,8985.00,8143.67,6471.00,6471.00,1182.76,24431.00,14.00,21.76,90.71,2.44,0.74,0.01
2.29,93.88,20.56,0.49,0.33,18862.00,11285.30,11077.40,6484.00,3071.54,327275.00,86.00,20.96,91.49,2.25,0.66,0.18
1.05,86.45,18.46,0.39,0.50,12266.00,7517.27,6396.05,5244.00,1921.10,82690.00,38.00,18.72,84.36,2.34,0.74,0.06
4.45,87.68,20.51,0.22,0.74,20312.00,8757.64,8126.13,5314.00,2518.98,586762.00,176.00,20.94,85.11,2.29,0.55,0.36
1.63,88.30,20.41,0.15,0.59,11124.00,8389.33,7929.79,6045.00,1394.24,125840.00,58.00,20.63,85.83,2.10,0.57,0.08
1.80,89.99,22.28,0.61,0.26,15456.00,9668.95,8662.64,6931.00,2213.15,203048.00,68.00,22.63,87.07,2.19,0.66,0.12
